Date,Product Category,Region,Product,Sales,Profit,Quantity Sold
2027-05-06,Clothing,Central,Lose,959.31,223.81,46
2027-05-07,Accessories,Central,Range,621.75,84.31,29
2027-05-08,Furniture,Central,Sure,944.41,142.25,36
2027-05-09,Electronics,West,Today,689.05,181.95,25
2027-05-10,Accessories,East,Tonight,884.46,166.18,41
2027-05-11,Furniture,North,Goal,794.99,199.26,15
2027-05-12,Accessories,North,Like,1241.1,217.07,48
2027-05-13,Office Supplies,Central,Can,969.43,100.95,47
2027-05-14,Clothing,North,Church,751.61,210.98,12
2027-05-15,Clothing,East,Music,1274.27,306.0,44
2027-05-16,Accessories,East,International,713.53,194.23,9
2027-05-17,Furniture,South,Store,1145.9,208.94,11
2027-05-18,Accessories,East,Administration,1107.61,179.54,19
2027-05-19,Accessories,East,Shoulder,850.27,205.15,4
2027-05-20,Accessories,East,Better,1388.97,372.06,8
2027-05-21,Furniture,South,Simple,1308.66,186.8,26
2027-05-22,Electronics,South,Affect,1385.17,413.51,23
2027-05-23,Office Supplies,North,Save,500.07,74.2,30
2027-05-24,Clothing,Central,Break,896.97,240.96,21
2027-05-25,Office Supplies,Central,Owner,848.33,197.3,11
2027-05-26,Office Supplies,Central,Recently,820.73,184.84,19
2027-05-27,Office Supplies,North,Pm,1110.62,228.97,49
2027-05-28,Office Supplies,North,Various,772.55,229.05,14
2027-05-29,Clothing,South,Bring,948.77,260.95,48
2027-05-30,Clothing,South,Owner,1141.86,152.05,23
2027-05-31,Office Supplies,South,Walk,999.85,106.93,44
2027-06-01,Office Supplies,North,When,846.04,206.35,47
2027-06-02,Furniture,Central,Film,606.2,119.02,38
2027-06-03,Furniture,West,Street,893.76,236.0,9
2027-06-04,Electronics,North,Reveal,1300.29,153.46,32
2027-06-05,Clothing,East,Reveal,732.16,141.1,47
2027-06-06,Accessories,East,Mean,1146.24,162.54,38
2027-06-07,Furniture,East,Forward,982.69,143.59,43
2027-06-08,Office Supplies,Central,Professor,796.48,146.3,12
2027-06-09,Electronics,West,Crime,1000.03,146.69,25
2027-06-10,Electronics,West,Knowledge,1301.05,314.42,22
2027-06-11,Clothing,Central,Protect,609.62,149.06,24
2027-06-12,Furniture,South,Reach,1101.05,237.64,35
2027-06-13,Furniture,East,Alone,836.95,156.59,48
2027-06-14,Office Supplies,East,Must,967.98,119.21,26
2027-06-15,Furniture,West,Again,1434.3,259.82,1
2027-06-16,Furniture,West,Risk,806.42,198.44,3
2027-06-17,Office Supplies,Central,Build,1047.87,272.54,33
2027-06-18,Office Supplies,South,However,1096.91,110.8,27
2027-06-19,Accessories,Central,They,1535.67,418.6,46
2027-06-20,Accessories,West,Professional,1051.32,280.69,3
2027-06-21,Furniture,North,Particular,985.19,140.26,17
2027-06-22,Accessories,East,Who,1089.27,289.62,24
2027-06-23,Clothing,Central,Until,840.87,224.51,14
